WKT,Facility_ID_Hazus,Facility_Name,Address,City,Zip_Code,Contact_Person,Phone_Number,Replacement_Cost_Thousands,Comment,GlobalID,Shape_X,Shape_Y
"POINT (506290.8577 4248508.7985)",IN798783,Dubois County Sheriff Department,255 Brucke Strasse,Jasper,47546-3400,Terry Tanner, ,1442, ,{ECD1C419-BB3F-4A21-82FA-13A1CC4E9B70},506290.8577,4248508.7985
"POINT (506257.9864 4249225.5714)",IN798784,Jasper Police Dept,309 E Sixth St,Jasper,47546-2916,Doug Tarvin, ,1442, ,{28ACE1BE-CB69-4F75-9442-BFAE0DFAEC9A},506257.9864,4249225.5714
"POINT (504103.1081 4238126.1087)",IN798785,Huntingburg Police Dept,503 E First St,Huntingburg,47542-1348,Ron Drew, ,1442, ,{AF9F068D-CF77-45A7-9709-1B5016AE8AB3},504103.1081,4238126.1087
"POINT (511922.9332 4230321.3588)",IN798786,Ferdinand Police Department,123 W 5th St,Ferdinand, ,Ted Bieker, ,1803, ,{334828B4-E52E-4241-9FC4-E8D4970ED76A},511922.9332,4230321.3588
"POINT (526535.9382 4240982.5406)",IN798787,Birdseye Police Department,103 W ST RD 64,Birdseye, ,Robert Jenkins, ,1803, ,{95C75529-C442-44CC-98F4-BB6268BE857C},526535.9382,4240982.5406
"POINT (496474.5082 4233141.639)",IN798788,Holland Police Department,505 W Main Street,Holland, ,Josh Hemmer, ,1803, ,{DAF231D6-B265-4C11-AAC4-F50FEA96BF58},496474.5082,4233141.639
"POINT (486346.6831 4439613.3907)",IN798789,Hillsboro Town Marshall,100 W Main St,Hillsboro,47949-8111, , ,1442, ,{972E9C42-675E-4AB4-8E3F-CCFCB127B06D},486346.6831,4439613.3907
"POINT (465885.7967 4444113.2363)",IN798790,Covington Police Dept,1329 2nd St,Covington,47932-1009, , ,1442, ,{936DD64D-F81A-468E-9DD5-53BC3E171928},465885.7967,4444113.2363
"POINT (479008.1105 4460263.0384)",IN798791,Attica Police Dept,200 S Mcdonald St,Attica,47918-1410, , ,1442, ,{934118F6-EB24-443E-9947-8E57B3EA4CD7},479008.1105,4460263.0384
"POINT (466108.3826 4442841.3367)",IN798792,Fountain County Sheriff,216 Union St,Covington,47932-1248, , ,1442, ,{F042C5C4-D077-42B1-B77D-AD964734D420},466108.3826,4442841.3367
"POINT (477616.8515 4440193.5494)",IN798793,Veedersburg PD,100 S Main St,Veedersburg,47987, , ,1803, ,{A59EA039-1869-4227-9984-D5428F072890},477616.8515,4440193.5494
"POINT (476164.8525 4424203.9859)",IN798794,Kingman Town Marshall,Kingman Town Hall,Kingman,47952, , ,1803, ,{0C640F81-7FB7-4F58-AB2E-0F90AE63378C},476164.8525,4424203.9859
"POINT (626471.0033 4498252.2849)",IN798796,Van Buren Police Dept,205 N 1st St,Van Buren,46991-0000, , ,200, ,{BB7AB841-A61D-484F-8BAB-8523A15DAE6B},626471.0033,4498252.2849
"POINT (617582.1132 4482819.4044)",IN798797,Gas City Police Dept,211 E Main St,Gas City,46933-1457, , ,1000, ,{966AADEE-A03B-423E-80C1-BE4589E1423F},617582.1132,4482819.4044
"POINT (613467.5366 4490717.8461)",IN798798,Swayzee Police Dept,213 S Washington,Swayzee,46986-0000, , ,750, ,{BCD928FA-5815-4F1A-83FF-787FE57F2D41},613467.5366,4490717.8461
"POINT (613602.4676 4490532.2568)",IN798799,Grant County Sheriff,214 E 4th St,Marion,46952-4026, , ,50000, ,{7C385AA5-F0E2-41F4-8D14-3CAAAEF33EDF},613602.4676,4490532.2568
"POINT (614315.2432 4474745.7392)",IN798800,Fairmount Police Dept,214 W Washington St,Fairmount,46928-1968, , ,1442, ,{64C20E8A-4846-479E-A6B1-306893EAFFE0},614315.2432,4474745.7392
"POINT (613708.7395 4490616.0395)",IN798801,Marion Police Traffic Div,301 S Branson St,Marion,46952-4052, , ,1442, ,{FA00328F-7C2E-441D-BBEB-94B408AB7208},613708.7395,4490616.0395
"POINT (616318.703 4482183.4191)",IN798802,Jonesboro Police Dept,414 S Main St,Jonesboro,46938-1115, , ,1442, ,{C30B04B1-02B3-4381-A112-F07611F5C26C},616318.703,4482183.4191
"POINT (627634.3494 4481516.3166)",IN798803,Upland Police Dept,87 N Main St,Upland,46989-0458, , ,360, ,{AAE79741-AF4B-4B72-AE7C-BDE76D7E87A5},627634.3494,4481516.3166
"POINT (636905.8938 4535816.443)",IN798805,Roanoke Police Dept,126 N Main St,Roanoke,46783-1000, , ,1442, ,{5478E186-8804-4C9E-8A68-D4B17F1512BF},636905.8938,4535816.443
"POINT (640078.8428 4520783.9255)",IN798806,Markle Police Dept,155 W Sparks St,Markle,46770-0000, , ,1442, ,{32D302C9-07DF-4F80-A102-8791675AEEBE},640078.8428,4520783.9255
"POINT (626729.2424 4526621.4821)",IN798807,Huntington Police Dept,300 Cherry St,Huntington,46750-2677, , ,1442, ,{97A765CA-8328-489B-94A8-7EA06B5FFF45},626729.2424,4526621.4821
"POINT (627151.8099 4526554.3556)",IN798808,Huntington County Sheriff Dept,332 E State St,Huntington,46750-2850, , ,1442, ,{29F1C666-87B7-48AE-9C20-60E787BE972B},627151.8099,4526554.3556
"POINT (617850.344 4524042.4615)",IN798809,Andrews Town Marshall,66 N Main St,Andrews,46702-0000, , ,1442, ,{AE10D99D-047B-4E8A-B771-C9DBC3BA4885},617850.344,4524042.4615
"POINT (483655.6104 4561294.0495)",IN798810,Demotte Police Dept,112 Carnation St SE,Demotte,46310-0000, , ,1442, ,{5BCDC411-77B3-46A8-AD57-BCBD2D64A38B},483655.6104,4561294.0495
"POINT (487204.9802 4531623.6508)",IN798811,Rensselaer Police Dept,122 S Van Rensselaer St,Rensselaer,47978-2815, , ,1442, ,{C3E7ED42-BE61-43D5-969B-D4EB26C70FEC},487204.9802,4531623.6508
"POINT (487295.3846 4534251.0738)",IN798812,Jasper County Sheriff Dept,2171 N. McKinley Ave,Rensselaer,47978-2831, , ,1442, ,{FE845C08-B6C7-483B-A729-1B31A2B60513},487295.3846,4534251.0738
"POINT (495423.0922 4560084.8866)",IN798813,Wheatfield Police Dept,71 N Main St,Wheatfield,46392-8801, , ,1442, ,{23164A79-ADFB-4DFC-BAC8-653C8E29CAD6},495423.0922,4560084.8866
"POINT (487006.2428 4516752.3439)",IN798814,Remington Police Dept,PO Box 70,Remington,47977-0070, , ,1442, ,{7016FBA3-B65B-4C31-BB34-53C65688600A},487006.2428,4516752.3439
"POINT (581309.6664 4370038.5568)",IN798815,Franklin Police Dept,1 Caisson Dr # A,Franklin,46131-2443, , ,2156, ,{CFBA10C4-1FFA-4AA5-A4E4-67D0DCAF5D0E},581309.6664,4370038.5568
"POINT (579446.0041 4370084.7165)",IN798816,Sheriff's Dept,1091 Hospital Rd,Franklin,46131-9025, , ,3000, ,{DA423780-65E5-4A3B-996A-65DC5AFEB911},579446.0041,4370084.7165
"POINT (588905.9755 4356447.1318)",IN798817,Edinburgh Police Dept,200 S Main St,Edinburgh,46124-1411, , ,1850, ,{63435F38-B457-4798-81E6-E8411434204A},588905.9755,4356447.1318
"POINT (571492.7188 4374940.882)",IN798818,Bargersvill Police Dept,12 Main St,Bargersville,46106-0000, , ,500, ,{BDB46AE6-9F75-485B-9947-6BB0515F7290},571492.7188,4374940.882
"POINT (576963.9453 4385062.8759)",IN798819,Greenwood Police Dept,186 Surina Way,Greenwood,46143-1627, , ,10973, ,{D2F8075F-F49F-4506-8153-42A9AAF50A80},576963.9453,4385062.8759
"POINT (577598.499 4379840.2045)",IN798820,New Whiteland Police Dept,300 Tracy Rd,Whiteland,46184-1026, , ,1000, ,{1ECCDA5B-EEA0-4FF9-96D5-910D2986F61A},577598.499,4379840.2045
"POINT (579114.4935 4378192.8574)",IN798821,Whiteland Police Dept,549 Main St,Whiteland,46184-1552, , ,1000, ,{85641A61-211D-46F4-96FF-49AF489BF6A2},579114.4935,4378192.8574
"POINT (572431.8273 4357657.1317)",IN798822,Trafalgar Police Dept,800 S County Rd 300 W,Trafalgar,46181-0000, , ,1500, ,{63790887-6AE5-4E14-8BB8-F779920FFE7A},572431.8273,4357657.1317
"POINT (608945.8441 4575655.7332)",IN798824,North Webster Police Dept,144 S Main St,North Webster,46555-0000, , ,1442, ,{39AE77E9-4102-4F72-AD49-9441CDBFCF0B},608945.8441,4575655.7332
"POINT (580722.5581 4558429.3993)",IN798825,Mentone Town Police Dept,121 W Main,Mentone,46539-0000, , ,1442, ,{A598DEF9-D0A5-4FD4-A5F9-357EC5DFA225},580722.5581,4558429.3993
"POINT (595614.278 4565899.8641)",IN798826,Kosciusko County Sheriff's Ofc,221 W Main St,Warsaw,46580-2715, , ,1442, ,{3F0AF80F-1C31-41F5-8FED-4B02C06E21BA},595614.278,4565899.8641
"POINT (598234.4314 4566077.9746)",IN798827,Warsaw Police Dept,2191 E Fort Wayne St,Warsaw,46580-2810, , ,1442, ,{51B8FC42-D0F8-4872-8A92-376E624F8C9F},598234.4314,4566077.9746
"POINT (604486.0094 4586672.2908)",IN798828,Syracuse Police Dept,310 N Huntington St,Syracuse,46567-1309, , ,1442, ,{4C3DDC4A-9C0D-468B-9B9F-0E27DDB6FC0E},604486.0094,4586672.2908
"POINT (594087.1376 4553804.9849)",IN798829,Claypool Police Dept,408 S Graceland Ave,Claypool,46510-0000, , ,1442, ,{234C5C7B-D403-42D9-9240-DA80CBCF33C7},594087.1376,4553804.9849
"POINT (593071.9498 4547945.0282)",IN798830,Silver Lake Police Dept,604 N Jefferson St,Silver Lake,46982-8976, , ,1442, ,{E9BE1805-7C48-47FA-8C82-88FBA2B424E2},593071.9498,4547945.0282
"POINT (598736.0827 4564251.53)",IN798831,Winona Lake Police Dept,1310 Park Ave,Winona Lake,46590-1051, , ,1442, ,{4104A3AC-A4DF-4BD8-A2E3-BF159BF1CB82},598736.0827,4564251.53
"POINT (608515.1192 4561809.9925)",IN798832,Peirceton Police Dept,205 N First St,Pierceton, , , ,1803, ,{9BA43A4B-615A-425D-A434-8CAE3487B61A},608515.1192,4561809.9925
"POINT (621821.6887 4599671.4305)",IN798834,Topeka Police Dept,101 S Main St,Topeka,46571-9099, , ,206, ,{30767B63-2F82-4475-8035-8C1A32DC3A40},621821.6887,4599671.4305
"POINT (618372.8027 4614979.5813)",IN798835,Shipshewana Police Dept,345 N Morton St.,Shipshewana,46565-0000, , ,1229, ,{72AAD2B4-0330-4FA5-81AD-B3670C9A0A0C},618372.8027,4614979.5813
"POINT (631150.3269 4612665.1903)",IN798836,LaGrange City Police,104 N Townline Rd.,LaGrange, , , ,1320, ,{D8AFA50D-8273-443A-9AD8-F61E0F46C3F3},631150.3269,4612665.1903
"POINT (636275.7134 4598620.8503)",IN798837,Wolcottville Police,104 W Race St.,Wolcottville, , , ,35, ,{44A5DD1C-AA24-444C-B9D8-3A538445F2AD},636275.7134,4598620.8503
"POINT (633321.6549 4387237.8229)",IN798876,Rushville Police Hdqrs,270 W 15th St,Rushville,46173-1193, , ,1442, ,{ADDCBA66-76F7-4D50-9226-023E9C6ED86E},633321.6549,4387237.8229
"POINT (464668.9428 4327496.018)",IN798881,Sullivan Police Dept,32 N. Court,Sullivan,47882-1521, ,812-268-4308,1442, ,{3A72D7A7-BD5A-40FE-AFBE-0EE22C1E187A},464668.9428,4327496.018
"POINT (481413.1642 4584672.7876)",IN798838,Lakes Of Four Seasons Security,1048 N Lakeshore Dr,Crown Point,46307-9401, , ,1442, ,{64A2E596-A7AB-4C7D-A462-5F144B40A0FD},481413.1642,4584672.7876
"POINT (457965.0419 4601162.4382)",IN798839,Munster Police Dept,1001 Ridge Rd,Munster,46321-1849, , ,1442, ,{6706F464-F768-4B86-A3EB-3C2C9BE07906},457965.0419,4601162.4382
"POINT (460895.5913 4588747.9923)",IN798840,St John Police Dept,11033 W 93rd Ave,St John,46373-9701, , ,1442, ,{9632760E-E5B9-4EC1-B75D-DED5A831C77F},460895.5913,4588747.9923
"POINT (464343.1423 4596914.7074)",IN798841,Griffith Police Dept,115 N Broad St,Griffith,46319-2293, , ,1442, ,{D70D117E-BD11-49DD-9C47-8849462FFD2E},464343.1423,4596914.7074
"POINT (477020.0368 4600797.7582)",IN798842,New Chicago Police Dept,122 Huber Blvd,Hobart,46342-1013, , ,1442, ,{9D56E6CB-4E46-4647-98F9-429C59B63CBD},477020.0368,4600797.7582
"POINT (465800.9822 4571126.5363)",IN798843,Lowell Police Dept,1333 E Commercial Ave,Lowell,46356-2168, , ,1442, ,{577BE675-A803-4B2C-981F-C6C856D8C784},465800.9822,4571126.5363
"POINT (469676.7812 4585290.8498)",IN798844,Crown Point Police Dept,124 N East St,Crown Point,46307-4028, , ,1442, ,{33D9C616-4065-44B2-BAD5-7ED6AB7F3BE3},469676.7812,4585290.8498
"POINT (471917.8202 4604306.3935)",IN798845,Gary Police Dept,1301 Broadway,Gary,46407-1326, , ,1442, ,{DA7B1065-29B4-49C1-984A-74B69C1063CA},471917.8202,4604306.3935
"POINT (460686.7431 4593807.3044)",IN798846,Police Dept,1610 Us Highway 41,Schererville,46375-1318, , ,1442, ,{C9EC6D1F-6D82-4524-A01B-B44A8C2C1BDC},460686.7431,4593807.3044
"POINT (459230.8912 4614237.3001)",IN798847,Whiting Police Dept,1914 Schrage Ave,Whiting,46394-2007, , ,1442, ,{2A6416D9-667A-4B2C-B2E7-8AD11A2B0D5A},459230.8912,4614237.3001
"POINT (478656.7966 4597929.4861)",IN798848,Hobart Police Dept,200 Main St,Hobart,46342-4440, , ,1442, ,{631729EA-4DE1-4B50-AA1F-742A3CE69A33},478656.7966,4597929.4861
"POINT (469571.7826 4588539.739)",IN798849,Lake County Sheriff Bureau-Id,2293 N Main St,Crown Point,46307-1854, , ,1442, ,{778F4778-770C-4208-95F9-3770CE774E40},469571.7826,4588539.739
"POINT (456460.4766 4593660.5838)",IN798850,Dyer Police Dept,230 Schulte St,Dyer,46311-1860, , ,1442, ,{BF5E3CBC-A865-4017-BF54-6612157BB3D3},456460.4766,4593660.5838
"POINT (463053.9382 4609717.8297)",IN798851,East Chicago Police Dept,2301 E Columbus Dr,East Chicago,46312-2876, , ,1442, ,{3C0BA0D9-17D1-4417-B4D8-380F795F6E46},463053.9382,4609717.8297
"POINT (456559.9013 4607364.8892)",IN798852,Lake County Sheriff's Office,232 Russell St,Hammond,46320-1814, , ,1442, ,{FF343AA6-8B8B-461F-A9BC-6D99961A178D},456559.9013,4607364.8892
"POINT (462422.6067 4559481.9353)",IN798853,Schneider Police Dept,23800 Parrish Ave,Schneider,46376-0000, , ,1442, ,{6C4B2625-A3E8-4D62-B643-67F3986686A9},462422.6067,4559481.9353
"POINT (462386.1476 4593470.7323)",IN798854,Schererville Police Dept,25 E Joliet St,Schererville,46375-2010, , ,1442, ,{BE752019-C8F4-43C3-8A42-8D034F1A31A3},462386.1476,4593470.7323
"POINT (462641.1877 4600319.5269)",IN798855,Highland Police Dept,3333 Ridge Rd # 3,Highland,46322-2097, , ,1442, ,{257A570A-6C1A-486C-9C91-A3A48618692C},462641.1877,4600319.5269
"POINT (480031.1273 4602578.4453)",IN798857,Lake Station Police Dept,3629 Central Ave,Lake Station,46405-2392, , ,1442, ,{16A6C190-A31A-424B-A305-A37EFD8B4ACA},480031.1273,4602578.4453
"POINT (462958.1081 4610515.4847)",IN798858,Lake County Sheriff,3711 Main St,East Chicago,46312-2223, , ,1442, ,{C751F3C8-0353-4CC3-B09F-0543F9429F64},462958.1081,4610515.4847
"POINT (471895.4738 4605839.7079)",IN798859,Lake County Sheriff's Ofc,400 Broadway,Gary,46402-1233, , ,1442, ,{034C0775-2C79-418A-9E83-C836A935C63B},471895.4738,4605839.7079
"POINT (478670.1636 4597936.1078)",IN798860,Hobart Police-Detective Bureau,414 Main St,Hobart,46342-4444, , ,1442, ,{7B2CD9D5-6CA2-40AD-A599-9C57D454F24C},478670.1636,4597936.1078
"POINT (467263.8723 4605645.0264)",IN798861,Gary Police Community Relation,4491 W 5th Ave,Gary,46406-1747, , ,1442, ,{3A92913D-9E2A-4CA1-9AE8-35A7368F67AA},467263.8723,4605645.0264
"POINT (456954.6787 4607341.419)",IN798862,Hammond City Police Dept,520 Fayette St,Hammond,46320-1805, , ,1442, ,{A910B622-5EDD-4CFD-950E-046CF44BC6B8},456954.6787,4607341.419
"POINT (457595.0746 4606159.6294)",IN798863,Hammond Police Dept,5925 Calumet Ave # 115,Hammond,46320-2554, , ,1442, ,{A39E7777-5E7A-42B4-A09F-544AE9218E39},457595.0746,4606159.6294
"POINT (464537.5466 4579712.1302)",IN798864,Cedar Lake Police Dept,7408 Constitution Ave,Cedar Lake,46303-9186, , ,1442, ,{CF983457-5FC9-4EDA-98B2-9948D867D431},464537.5466,4579712.1302
"POINT (471844.5396 4591722.3663)",IN798865,Police Dept,7820 Broadway,Merrillville,46410-5557, , ,1442, ,{735D10E7-18E5-44C3-B0F6-CA48CD4E09B0},471844.5396,4591722.3663
"POINT (471512.4149 4604854.2202)",IN798866,Gary Police Civil Svc Comm,900 Madison St,Gary,46402-2832, , ,1442, ,{9948CCAC-C646-4E0F-A78D-6474A7812E59},471512.4149,4604854.2202
"POINT (457002.2233 4607211.2341)",IN798867,Central Police Station,509 Douglas Street,Hammond,46320, , ,1803, ,{8FED2AD3-A6A3-422A-BFE4-768AC537ADC9},457002.2233,4607211.2341
"POINT (571272.4062 4588619.3857)",IN798868,Bremen Police Dept,123 S Center St,Bremen,46506-1566, , ,1442,AMC Location Confirmed,{CD60C3CE-77B8-4E1E-BB5B-55461B49787E},571272.4062,4588619.3857
"POINT (563163.3501 4565337.3948)",IN798869,Argos Police Dept,125 W Walnut St,Argos,46501-1025, , ,1442,AMC Location Confirmed,{D53A5389-833C-4AEF-B1A3-927D7A853A0F},563163.3501,4565337.3948
"POINT (567416.3182 4589946.9516)",IN798870,Indiana State Police Post #24,1425 Miami Hwy,Bremen,46506-9665, , ,1442,AMC Location Confirmed,{FBE7B068-9333-481D-B481-01AF48B3FE10},567416.3182,4589946.9516
"POINT (548416.1605 4563080.6492)",IN798871,Culver Police Dept-Records,200 E Washington St,Culver,46511-1534, , ,1442,AMC Location Confirmed,{B8941DD5-9C91-4EE7-8DDF-7A5B823A3854},548416.1605,4563080.6492
"POINT (554625.3929 4578019.2791)",IN798872,Marshall County Sheriff,1400 N Pioneer Dr.,Plymouth,46563-1710, , ,1442,AMC Location Confirmed,{7DF9DECD-7FD5-4981-8E09-855CDEA6A191},554625.3929,4578019.2791
"POINT (557616.1735 4576862.2291)",IN798873,Plymouth Police Dept,215 W Washington St,Plymouth,46563-1747, , ,1442,AMC Location Confirmed,{B53AC9F8-DC66-4CFD-8526-F298320CC1B5},557616.1735,4576862.2291
"POINT (574007.1227 4572114.5025)",IN798874,Bourbon Town Police Dept,224 N Main St,Bourbon,46504-1648, , ,1442,AMC Location Confirmed,{57C4F22B-3A25-46E2-B54B-D6AD5C8453DB},574007.1227,4572114.5025
"POINT (557906.2744 4589961.0894)",IN798875,LaPaz Police Department,108 E Randolph St.,LaPaz, , , ,1803,AMC County Added,{4DAAE444-AC49-41A7-B4B6-32A067B5796A},557906.2744,4589961.0894
"POINT (645865.1407 4387963.5024)",IN798877,Glenwood Police,403 N Main St,Glenwood,46133-0000, , ,1442, ,{0E39F8D1-A113-4098-9326-4F07922290C2},645865.1407,4387963.5024
"POINT (622366.9159 4399793.3177)",IN798878,Carthage Town Marshall,6 W 1st,Carthage,46115-0000, , ,1442, ,{EFBA2A2F-D678-418E-BDA9-D34E4FE156D8},622366.9159,4399793.3177
"POINT (533335.2472 4544409.9845)",IN798879,Pulaski County Sheriff,110 E Meridian St,Winamac,46996-1510,Sheriff Mike Gayer, ,15500, ,{C0490935-1AF5-4440-B350-E29AF80EA6B7},533335.2472,4544409.9845
"POINT (532496.0595 4544895.7845)",IN798880,Winamac Police Dept,623 W 11th St.,Winamac, ,Chief Jeff Heims, ,1900, ,{FDA8B525-E776-49BD-9836-E9FFFD0662FE},532496.0595,4544895.7845
"POINT (477554.3864 4324346.9223)",IN798882,Dugger Police Dept,969 S Section St,Dugger,47848-8090, ,812-268-4308,1442, ,{8396B142-C18E-473D-8C43-1C643DEB84C5},477554.3864,4324346.9223
"POINT (464876.8471 4327383.0004)",IN798883,Sullivan County Sheriffs Department,24 S State St,Sullivan,47882, ,812-268-4308,, ,{55E50457-7B2F-47FA-B50F-FD66CA5E3EC0},464876.8471,4327383.0004
"POINT (590190.4077 4468599.4011)",IN798885,Windfall Police Dept,210 S Independence St,Windfall,46076-0000, , ,1442, ,{A6EBB028-2295-4286-A663-F26A862E026A},590190.4077,4468599.4011
"POINT (581689.9675 4459532.3615)",IN798886,Tipton Police Dept,225 E Jefferson St,Tipton,46072-1911, , ,1442, ,{5ABF1A13-9636-4E3D-B3E2-AEF16FB96EE7},581689.9675,4459532.3615
"POINT (566422.033 4461542.4357)",IN798887,Kempton Police Dept,205 S Main St.,Kempton,46049-0136, , ,1442, ,{A25C9016-114C-4ADD-AFC7-432CCE6F6875},566422.033,4461542.4357
"POINT (577579.2112 4470249.1703)",IN798888,Police department, 124 S Main St.,Sharpsville, , , ,1803, ,{48B24B2B-A111-4F5B-B5E0-BC02CB30032A},577579.2112,4470249.1703
"POINT (574184.6178 4514015.561)",IN798889,Indiana State Police,1451 N Eel River Cemetery Rd,Peru,46970-7513, , ,1000, ,{27C9D506-CF78-40DF-9A88-0742D0670928},574184.6178,4514015.561
"POINT (578619.3512 4511910.8788)",IN798890,Indiana Drug Enforcement Assn,35 Court St.,Peru,46970-3650, , ,1400, ,{9D6E98A6-48D5-49E6-B085-226D54AA5AFB},578619.3512,4511910.8788
"POINT (595376.153 4492710.5547)",IN798891,Converse Police Dept,210 N Jefferson St,Converse,46919-0000, , ,300,Does not match county info,{01EEC8DC-501D-4078-BF0A-0229608E4A96},595376.153,4492710.5547
"POINT (578620.2307 4511907.5575)",IN798892,Miami County Sheriff Dept,35 Court St,Peru,46970-2201, , ,1442,Does not match county info,{9BEB747D-2F52-4CA8-B426-FAE261146C07},578620.2307,4511907.5575
"POINT (578576.1068 4511769.4253)",IN798893,Peru Police Dept,35 S Broadway,Peru,46970-2231, , ,2500,Does not match county info,{4AF3DDCE-16EF-4F46-B1EC-B6025848257D},578576.1068,4511769.4253
"POINT (574183.8963 4514003.3418)",IN798894,Miami County Crime Stopper,1451 N Eel River Cemetery Rd,Peru, , , ,1442, ,{AF264DB5-8CE3-4294-A75A-EC5E994CC93A},574183.8963,4514003.3418
"POINT (575451.6123 4501458.9588)",IN798895,Bunker Hill PD,280 West Broadway,Bunker Hill, , , ,850, ,{BAFF35FE-92AB-4D3F-9D91-D493EB1A4965},575451.6123,4501458.9588
"POINT (531921.6645 4343519.7638)",IN798896,Ellettsville Police Dept,1406 West Temperance Street,Ellettsville,47429-1812, , ,1442, ,{F8B2531E-EB89-4D13-871E-D6ACE4625EA1},531921.6645,4343519.7638
"POINT (542669.5071 4333070.2238)",IN798897,Monroe County Police Legal,122 S Walnut St,Bloomington,47404-6107, , ,1442, ,{DE1DAFC8-FF7F-418C-A2BD-5FD9C3539881},542669.5071,4333070.2238
"POINT (540473.458 4335117.2205)",IN798898,Bloomington Police Dept,220 E 3rd St,Bloomington,47401-3513, , ,1442, ,{CD2AC3D6-95F6-4547-A7AF-A9396C956EAB},540473.458,4335117.2205
"POINT (540171.9999 4335611.7409)",IN798899,Monroe County Sheriff,301 N College Ave,Bloomington,47404-3843, , ,1442, ,{15C21C1A-26FA-4888-99CD-EA05CB749007},540171.9999,4335611.7409
"POINT (539820.3551 4335280.3418)",IN798900,Monroe County Auxiliary Police,505 W 4th St,Bloomington,47404-5129, , ,1442, ,{E2DC2156-0FF6-4650-B493-05588D2EC624},539820.3551,4335280.3418
"POINT (530321.9127 4350121.0438)",IN798901,Stinesville Police Dept,7951 W Main St,Stinesville,47464-0000, , ,1442, ,{8AF468EC-C8AC-47DD-B7CE-60C557739965},530321.9127,4350121.0438
"POINT (541808.6321 4336178.5228)",IN798902,Indiana University-Police Dept,801 N Jordan Ave,Bloomington,47405-2107, , ,1442, ,{B09D8059-DF46-4A21-84EA-76F98C7AAB19},541808.6321,4336178.5228
"POINT (541449.3185 4337477.2805)",IN798903,Indiana State Police - Bloomington Post,2135 N Fee Lane,Bloomington,47404, , ,1442, ,{6B926E4A-C348-4808-81C2-C3050A1F5D5D},541449.3185,4337477.2805
"POINT (553420.7785 4384989.3158)",IN798904,Mooresville Police Dept,104 W Main St,Mooresville,46158-1667,Chief Viles,(317) 831-3434,1442, ,{E390DC5F-3C80-4732-BFA8-35629E23CD35},553420.7785,4384989.3158
"POINT (563554.0984 4358255.4718)",IN798905,Morgantown Police Dept,120 W Washington St,Morgantown,46160-9547,Town Marshall Charlie Beaver,(812) 597-4604,1442, ,{1A3E7218-2F61-490D-ACE2-939ACE472EF3},563554.0984,4358255.4718
"POINT (554190.1211 4376762.641)",IN798906,Town of Brooklyn Police Dept,16 E Mill,Brooklyn,46111-0000, ,(317) 831-2138,1442, ,{82F9E2E1-4955-449C-86BC-7CC9DB4D04B1},554190.1211,4376762.641
"POINT (548229.1305 4364544.7144)",IN798907,Morgan County Sheriff,160 N Park Ave,Martinsville,46151-1400,Sheriff Bob Garner,(765) 342-1080,1442, ,{CA6EFED4-824F-44E7-91D3-FF745E2B7280},548229.1305,4364544.7144
"POINT (549313.9274 4364225.2335)",IN798908,City of Martinsville Police Dept,59 S Jefferson St,Martinsville,46151-4800,Chief Jon Davis,(765) 342-6614,1442, ,{0454EE17-87A3-46F9-A8F4-A17848E5FA5C},549313.9274,4364225.2335
"POINT (548229.1305 4364544.7144)",IN798909,Monrovia Police Dept,160 N Park Ave,Martinsville,46151-0000,Chief Bob Marley,(317) 996-6117,1803, ,{79850936-89DB-4277-B11C-0D03C9650CFE},548229.1305,4364544.7144
"POINT (537563.0296 4360710.171)",IN798910,Paragon Police Dept,209 W Union,Paragon,46166-0000,Town Marshall Brian Goss,(765) 537-2513,1803, ,{94DCE800-650A-407A-A6D2-BB90A8235A1F},537563.0296,4360710.171
"POINT (462382.3599 4555087.0151)",IN798911,Newton Co. Satellite Police,10093 N 300 W,Lake Village,46349-9492, , ,1442, ,{CB5F0E62-4C06-4406-9062-E1131F5C4904},462382.3599,4555087.0151
"POINT (461867.1015 4532945.7486)",IN798912,Morocco Police Department,112 N Clay,Morocco,47963-0000,Shawn Wynm, ,1442, ,{E3FCAF0E-BA37-44AE-982F-F32D37FC174A},461867.1015,4532945.7486
"POINT (462451.0448 4513353.9003)",IN798913,Kentland Police Dept,300 N 3rd St,Kentland,47951-1112,Vince Lowe, ,1442, ,{00FC4114-A464-4CCD-82CB-C0ACCA2772A4},462451.0448,4513353.9003
"POINT (462492.1224 4513132.7855)",IN798914,Newton Co. Sheriff Dept,304 E Seymour St,Kentland,47951-1242,Don Hartman, ,1442, ,{2CD10EF8-39D3-4E21-B723-6534F2FD9FC3},462492.1224,4513132.7855
"POINT (475458.8265 4512873.0968)",IN798915,Goodland Town Marshall,110 N Benton,Brook, ,Office in Townhall, ,1803, ,{26D00ECE-CF1E-4D56-91D3-9E0CAF8DEE50},475458.8265,4512873.0968
"POINT (519583.1223 4348833.7527)",IN798916,Owen County Sheriff Dept,291 Vandalia Ave,Spencer,47460-1143, , ,1442, ,{DF3D440C-4B76-4299-84C0-888623E18A57},519583.1223,4348833.7527
"POINT (520295.9671 4348639.1441)",IN798917,Spencer Police Dept,90 N West St,Spencer,47460-1396, , ,1442, ,{B997CA55-4ABB-4A3A-9311-10E664D94B92},520295.9671,4348639.1441
"POINT (529037.6843 4355526.3927)",IN798918,Gosport Police Dept,13 S 3RD ST,Gosport,47433, , ,700, ,{E70057B9-C28C-40B8-8F22-22647D87802E},529037.6843,4355526.3927
